Att 1,Att 2,Correlation
C12,V256,0.006523622
V87,V100,0.006523515
V154,V266,0.006523211
V196,V294,0.006522776
V24,V303,0.006522554
V289,V291,0.006522502
V55,V120,0.006521819
V83,V208,0.006521451
V65,V58,0.006520934
V276,V42,0.006520796
V239,V233,0.006520734
C11,V202,0.006520642
C12,V109,0.006520286
V129,V66,0.006520075
V5,V118,0.006518043
V68,V285,0.006517734
V291,V65,0.006516789
V184,V64,0.006514711
V23,V297,0.006512613
C3,V192,0.006511074
V50,V120,0.006510686
V242,V64,0.006510231
V309,V81,0.00650969
C8,D12,0.006508979
V31,V274,0.006508874
V268,V198,0.006508444
C9,V68,0.006508174
D3,addr1,0.006507121
V59,V65,0.006507052
V111,V292,0.006506217
D9,V298,0.006506027
V77,V129,0.006505494
V232,V68,0.006505435
V111,C13,0.006504467
V251,V42,0.006504349
V72,V238,0.006503257
V293,V191,0.006503248
V305,V26,0.006502353
V306,V67,0.006501999
V244,V85,0.006500969
V333,V147,0.006500614
V202,V301,0.006499221
V271,V182,0.006497997
D12,V131,0.006497513
V246,V128,0.006497452
V289,V239,0.006497364
addr1,V74,0.006495663
V136,V242,0.006494246
V142,V330,0.006493858
V327,V246,0.00649318
addr1,V281,0.006493134
V14,card2,0.006492619
TransactionID,V118,0.006491503
V249,V315,0.006491406
V116,V153,0.006490636
V22,V41,0.006489762
V240,V85,0.006488901
V301,C10,0.006488705
V224,V28,0.00648839
V265,V14,0.006487856
V45,C14,0.006487512
V201,V131,0.006487399
V308,D9,0.006486962
V294,V300,0.006486898
V130,C1,0.006486043
D1,V248,0.006485315
V88,V177,0.006484233
V27,V235,0.006483079
V274,D4,0.006482436
V23,V181,0.006482217
C7,V313,0.006481549
V113,V2,0.006481357
C9,V133,0.006479943
C14,V301,0.006479943
V143,V81,0.006478924
C13,V89,0.006478102
V259,V65,0.00647803
C10,V245,0.006477729
V161,V279,0.006476214
C12,V287,0.006475798
V88,V274,0.006475324
V279,V25,0.00647487
V206,V31,0.006473656
V240,D15,0.00647275
dist2,V131,0.006472738
V121,V234,0.006472176
V109,V71,0.006471404
V128,V230,0.006471058
V323,V244,0.006469949
V66,V207,0.006469321
V293,V193,0.006469087
V166,V243,0.00646898
V14,C9,0.006468918
V56,C4,0.006468104
V189,V267,0.00646802
V193,C7,0.006467979
V196,V296,0.006467872
V131,C8,0.006467748
V120,V234,0.006467313
V243,V327,0.006466114
V244,addr1,0.006466019
V131,addr1,0.006465792
V218,V27,0.006465761
D9,V296,0.006465219
D9,V336,0.00646489
V311,V93,0.006463285
addr1,V251,0.006463168
V187,V95,0.006462601
V187,V101,0.006461979
V101,V55,0.006461472
C12,V177,0.006461163
C14,D14,0.006459879
V238,V206,0.006459848
V8,C5,0.006459711
V249,TransactionDT,0.00645948
V281,C4,0.006458437
V129,D11,0.006458316
V238,D12,0.006457085
V204,V201,0.006457066
card2,V205,0.006456976
V328,V93,0.00645391
C1,D6,0.006453572
V316,V51,0.006453458
V276,V250,0.00645202
card2,V130,0.006451986
V220,V126,0.006451582
V294,V15,0.006451367
V65,V203,0.006451309
V107,V12,0.006449437
V196,V334,0.006447793
V240,D3,0.00644733
V115,V322,0.006447092
D9,V307,0.006446535
V308,V86,0.006445678
V118,C6,0.006444635
V207,V154,0.006444458
V142,C11,0.006444312
V306,V24,0.006444309
V92,D14,0.006443244
V288,V79,0.00644257
C1,V178,0.006442532
V125,V245,0.006442487
V295,V198,0.006441798
V116,V205,0.00644116
V87,V209,0.00644112
V209,V139,0.006440505
V196,V102,0.006440465
dist2,V321,0.006440222
V254,D9,0.006439155
TransactionID,V266,0.006438098
V249,V65,0.006437308
V40,V191,0.006436974
V24,V166,0.006436398
C6,V117,0.006434995
V317,V192,0.006434157
V231,V121,0.006431786
V329,V72,0.006431649
V72,V311,0.006431009
V14,V256,0.006430616
V64,C13,0.006430042
V187,D12,0.006429864
V281,V121,0.006428717
V306,V246,0.006428678
V301,V334,0.006428458
V86,V312,0.006428208
V316,V25,0.006426663
C12,V193,0.006426119
V185,D1,0.006425124
D9,V200,0.006424514
V272,V279,0.006424209
C3,V167,0.006422463
V117,V165,0.006422412
V66,V136,0.006421953
V86,card1,0.006421418
V100,V199,0.006420535
V136,V192,0.006419396
V191,V132,0.006418974
C5,V292,0.006416351
V248,V313,0.00641485
V197,V65,0.006413899
V108,V281,0.006413642
V248,V173,0.006411599
V65,V198,0.006411306
V116,V4,0.006410845
V65,V64,0.00641073
V14,V274,0.006410676
V284,addr2,0.006410504
V105,V188,0.006409675
V120,V70,0.006409204
V111,V237,0.00640891
V11,V1,0.006408047
C3,V247,0.006406874
V128,D9,0.006406444
V204,C3,0.006405687
V88,V42,0.00640265
V120,V78,0.006399632
V88,V60,0.006398719
TransactionID,V67,0.006395799
V60,V274,0.00639574
V264,V14,0.00639455
V313,V86,0.006394266
V206,V56,0.006394187
V50,V109,0.006394152
D11,V297,0.006393761
V279,V191,0.006392423
V263,V14,0.006392276
V55,V192,0.006392113
V153,V266,0.006391588
V122,V46,0.006391568
V55,V275,0.006391235
V150,V23,0.006390061
V132,V193,0.006389318
C11,V228,0.006387488
V201,V101,0.006387328
V88,V43,0.006386289
C10,V333,0.006385287
V205,V114,0.006384757
V308,V191,0.006381794
V337,C8,0.006380555
V313,C12,0.006380372
V141,V245,0.006379772
V96,V199,0.006379627
C14,V284,0.006379274
V120,V176,0.006378397
V279,V192,0.006378063
V161,V179,0.006377317
V187,V117,0.006376651
V339,V246,0.006375936
V65,V167,0.006375768
V201,V95,0.006375319
V200,V178,0.006374427
V247,V84,0.006373628
V88,V312,0.006373207
V65,V287,0.00637299
V297,V86,0.006371531
V248,V325,0.006371407
V171,C6,0.006371229
V318,V193,0.00636995
V277,V144,0.006369538
V111,V185,0.006368451
D11,card2,0.006366303
V321,D15,0.006363857
V67,V121,0.006362428
V82,V208,0.006360815
V200,V103,0.006360429
V95,V25,0.006359725
V333,V176,0.006359695
V286,V262,0.006359496
dist2,V98,0.006359347
V85,V332,0.00635923
V40,V27,0.006359055
V81,V276,0.006358763
V221,V150,0.0063586
V207,C12,0.006358481
V236,V65,0.006358449
C14,V240,0.006357903
V309,V31,0.006357753
V307,V193,0.006357301
V39,V213,0.006356623
V270,V168,0.006353942
V301,V279,0.006353043
V316,V45,0.006352381
V6,C11,0.006351198
V214,V80,0.006350981
C4,V322,0.006349357
V246,V307,0.006347974
V232,D13,0.006347293
V27,V173,0.00634673
V16,C1,0.006346316
V127,D9,0.006345742
V145,card5,0.006345642
V232,V28,0.006345473
V240,D10,0.006345161
V122,V70,0.006343879
V249,V43,0.006343289
V265,V113,0.006342476
V186,V224,0.006342082
V147,addr1,0.006341744
V125,V176,0.006341461
V215,V169,0.006340183
V312,V112,0.006339594
V212,V65,0.006338869
V175,V122,0.00633845
V126,V192,0.00633839
V168,V272,0.006336465
V227,V212,0.006335221
V290,V120,0.006334436
V207,C7,0.006334073
V131,V41,0.006333979
V269,V26,0.006333595
V46,V311,0.006333331
V17,V255,0.006332947
V133,V76,0.006331889
V232,V22,0.006331713
C4,V329,0.006330412
V162,V329,0.006330141
V287,V28,0.00633001
V213,V169,0.006329927
V121,C6,0.006328888
V265,V111,0.0063282
C3,V191,0.006327834
V332,V161,0.006327251
V252,V172,0.006326665
V201,V193,0.00632601
V66,V236,0.006325753
V227,V231,0.006324987
card3,V14,0.006324485
V108,V174,0.006324094
V82,V318,0.006323897
V63,V41,0.006322753
D11,V119,0.006318676
card5,C14,0.006317324
V338,V246,0.006316373
V63,V188,0.006316363
V27,V185,0.006316254
V41,V17,0.006315619
V122,V52,0.006314817
V268,card2,0.006314647
V209,V292,0.00631358
V85,C13,0.006312532
V120,V281,0.006312164
D10,card2,0.006309728
V303,V7,0.006309678
V304,V7,0.006309678
V129,V62,0.006302681
V149,V115,0.006302434
V84,V263,0.00630205
V251,V14,0.006301299
V203,V227,0.006300738
V291,V284,0.006300551
C3,V193,0.006300499
V185,V89,0.006300275
V339,V27,0.006300171
D8,V149,0.006300068
C5,V27,0.006299174
V96,V243,0.006298415
addr1,V51,0.006298262
V216,V14,0.006298257
V166,card2,0.006298231
V229,V63,0.006296499
V319,V289,0.006296215
V229,addr2,0.006296154
V120,D12,0.006295797
V107,V66,0.006295748
D11,V284,0.006295517
V132,V55,0.006295185
V133,V80,0.006294751
V119,V176,0.006294528
V240,C11,0.006293916
V256,C7,0.006293635
V254,V46,0.006292738
V80,V237,0.006291465
V109,V266,0.006291053
V254,V110,0.006291
V298,V227,0.006290632
V193,V279,0.006290442
V252,V325,0.006288817
V37,V102,0.006288802
V327,V114,0.006286205
V240,D6,0.006284968
V196,V134,0.006283896
V283,V179,0.006283368
V286,V238,0.006282441
D1,V298,0.006281802
V52,addr1,0.006281771
V249,V281,0.006281409
V121,D12,0.006280864
V165,V111,0.006280426
V120,V42,0.006280389
V274,V92,0.006280156
V248,V287,0.006279847
V14,V198,0.006279347
V241,V246,0.006277331
V187,V136,0.00627701
V196,V298,0.006276486
V41,V18,0.006275739
V289,V198,0.006275616
V163,V306,0.006274016
V27,V225,0.006274008
V76,V1,0.006273617
V254,V109,0.00627279
V46,V256,0.00627275
V187,V293,0.006272592
V180,V111,0.00627256
V306,V242,0.006272179
V45,V266,0.006270933
V47,V205,0.006269898
V301,V167,0.006269698
V63,V180,0.006269547
V46,V269,0.006269423
V66,V196,0.00626929
V281,V165,0.006268439
V266,V292,0.006268051
V198,V101,0.006267496
V176,V164,0.006267427
V258,D3,0.006266698
V184,V307,0.006266252
V246,C7,0.006266063
V172,V238,0.006265876
V120,dist2,0.00626411
V4,V108,0.006263747
V112,V155,0.006263441
V198,V336,0.006263323
V88,V264,0.006262744
TransactionAmt,V295,0.006261705
V314,V88,0.006261407
V95,V198,0.00626032
V110,V127,0.006260069
C4,V240,0.00626004
V104,V48,0.006259439
V247,V335,0.006259215
V240,C6,0.006257979
V244,V280,0.006256992
V65,V60,0.006256974
C11,V16,0.006256822
V120,V29,0.006255678
V313,V247,0.006255451
V322,V163,0.006255377
V88,V275,0.006255248
V244,V126,0.006255108
C11,V336,0.006254834
V265,V112,0.006252998
V287,V301,0.006252461
dist2,V88,0.006251525
V199,V106,0.006251291
V44,V209,0.006249597
V268,V201,0.006249467
V294,V301,0.006248453
V144,V77,0.006248299
V242,V128,0.006247261
V128,V66,0.006246443
V128,V270,0.006244573
V268,V190,0.006243848
V61,D3,0.006242942
V291,V118,0.006240615
V87,V159,0.006240357
V196,V127,0.006238953
V115,V205,0.006238945
TransactionAmt,V173,0.006238614
V237,V93,0.006238549
V317,V187,0.00623715
addr1,V250,0.00623679
C13,V246,0.006236415
V137,V246,0.006233668
V162,addr1,0.006232355
V268,V303,0.006230807
V177,C3,0.006230514
V65,V237,0.006228945
V200,V304,0.006227062
V80,V226,0.006226615
V170,C8,0.006226017
V317,V87,0.006225612
V39,V168,0.00622407
V65,V233,0.006223361
V138,V97,0.00622287
V319,V281,0.006222486
V8,C14,0.006221685
V338,V229,0.00622161
V150,V17,0.006221161
V96,V66,0.006220815
V311,V60,0.006220615
V103,V227,0.006220179
V18,V236,0.00621943
V246,V97,0.006218879
V177,V71,0.006217241
D12,V55,0.006217193
V259,V14,0.006217099
V6,V309,0.00621657
V313,V249,0.006215635
V295,V281,0.006214278
V270,addr1,0.006214135
V322,V184,0.006212449
V151,V311,0.006211533
V72,V263,0.00621105
V325,V146,0.006209678
V307,V239,0.00620946
V66,V305,0.006209239
V215,V111,0.00620853
V132,V238,0.006207967
V133,V196,0.006207951
V184,V209,0.00620758
V32,C11,0.006206972
V334,V300,0.006206936
V165,V270,0.006206817
V197,V67,0.00620681
V192,V307,0.006206591
V170,addr1,0.006206249
V28,V219,0.006206014
V270,V320,0.006204478
V148,V311,0.006203655
V259,V32,0.006203152
D5,V32,0.006203136
C7,V118,0.006203082
V242,C7,0.006203066
V206,card5,0.006202223
V308,V198,0.006202171
V132,V187,0.006200823
V329,V163,0.006199252
V281,V111,0.006198468
V65,V99,0.006198331
V288,C2,0.006198248
V157,V265,0.006196621
C8,V296,0.006196372
V64,V240,0.006196101
V307,V75,0.006193595
V173,V333,0.006192596
C5,V28,0.006191901
V82,V297,0.006191351
C1,card2,0.006190219
V179,V197,0.006188336
V191,V126,0.006188132
V106,V198,0.00618776
V281,V185,0.00618461
V65,V215,0.006184307
V112,V215,0.006180159
V332,V246,0.006179975
V105,V108,0.006178742
V59,V261,0.006178417
V40,V289,0.006177758
D5,V1,0.006177382
V242,V334,0.006177312
V25,V115,0.006175544
V76,V102,0.00617527
V32,V196,0.006174332
V68,V275,0.006174239
V98,V88,0.006174131
addr1,V86,0.006172509
V306,V43,0.006171157
V227,V296,0.006170662
V137,V220,0.006170471
V119,TransactionAmt,0.00616982
V226,V47,0.006168908
V253,V286,0.006168769
V136,addr2,0.006168557
V315,V248,0.006168529
V230,V126,0.006166473
V279,V270,0.006164536
V333,V169,0.006164236
V187,D14,0.006163898
V21,V239,0.0061626
V248,V281,0.006162326
V36,V1,0.006161317
V122,V163,0.006161053
V183,V292,0.006159724
V75,V318,0.006159505
V79,V65,0.006158518
V281,V168,0.006157131
C13,V81,0.006157067
V164,V114,0.006156594
V240,V37,0.006156379
V128,V196,0.006153996
V88,V168,0.006153874
V177,V65,0.006152229
V338,C6,0.006151086
V72,V181,0.006150607
V221,V151,0.006149911
V126,V193,0.006148979
D7,V253,0.006148402
V275,V14,0.006146347
V294,V45,0.0061459
V276,V153,0.006144938
V172,V45,0.006144696
V308,V85,0.006144571
V169,V306,0.006144413
V89,V260,0.006143721
V293,V36,0.006143607
TransactionDT,V266,0.00614308
dist2,V253,0.006141157
C10,V226,0.006140255
V318,V192,0.006139622
V117,V144,0.00613903
V306,V52,0.006138204
V62,C5,0.006137512
D9,V23,0.006137174
V82,V118,0.006135261
V127,V170,0.006135182
C1,V288,0.006135085
C5,V88,0.006134005
V300,V167,0.006132182
V89,V248,0.006132016
V56,C7,0.006131455
V17,V223,0.006131091
V177,C6,0.006130878
V217,C3,0.006128698
V226,V259,0.006128612
V213,V290,0.0061273
C6,V247,0.006126508
V326,V199,0.006126027
V220,V321,0.006126023
D12,V122,0.006124307
V267,V147,0.006123455
V44,TransactionID,0.006123342
V196,V61,0.006122251
D4,C1,0.006122123
V35,V307,0.006122111
V190,V338,0.006121032
V322,V239,0.006120619
V130,V228,0.006120424
V202,V65,0.006120035
V97,V198,0.006119985
V254,V108,0.006119556
V253,V281,0.006118775
D5,V107,0.006117849
V97,V242,0.006117829
V211,V198,0.006115552
V118,V166,0.006115313
V113,V215,0.006114816
C8,V289,0.006113903
V45,V209,0.006113515
V180,V21,0.006112771
V20,V115,0.00611194
V215,V227,0.006111851
V186,card3,0.006111661
V297,V194,0.006111477
V36,V125,0.0061098
V25,V132,0.00610957
V41,V64,0.006108888
V192,V272,0.006106864
V216,V45,0.006106549
V279,V187,0.006105658
V296,V122,0.006105505
V105,C6,0.00610541
V318,V86,0.00610439
V280,V242,0.006103952
V121,V226,0.006103896
V293,V198,0.006100394
V88,V288,0.006099545
V234,V88,0.006098813
C12,V243,0.006098305
V193,D1,0.006097326
V227,V330,0.006093886
V315,V246,0.006092429
V300,dist1,0.006091624
V290,V212,0.006091616
V146,V231,0.006090954
V102,D11,0.006090792
V297,V197,0.006090119
V177,V161,0.006089394
V113,V210,0.00608863
V27,C14,0.006086585
dist2,C7,0.006086407
V5,card5,0.006086059
V252,V175,0.006083953
V67,V129,0.00608305
V312,V176,0.006082154
V34,V294,0.006081288
V182,V41,0.006081171
V131,V258,0.006080895
V59,V41,0.006080314
V90,V286,0.006079581
D1,card2,0.006079147
V261,V68,0.006078872
V81,V308,0.00607807
V292,V114,0.006077671
V187,V307,0.006076964
V161,V329,0.006076891
V97,V26,0.006075949
C3,V173,0.006075368
V122,V309,0.00607526
V83,V126,0.006075075
V259,V22,0.006074256
V69,V120,0.006073686
D13,V233,0.006073559
C10,V332,0.006071729
V41,V315,0.006071619
V231,D13,0.006070726
V187,C3,0.00606989
V323,V138,0.006069854
V138,V179,0.006069744
V88,V183,0.00606897
V214,V189,0.00606851
V104,V3,0.006068137
V35,V118,0.006068119
V113,V254,0.006065779
V321,V145,0.00606438
V267,V146,0.00606406
V131,V120,0.006062997
V334,V191,0.006062413
V164,C11,0.00606074
V178,V71,0.006059825
V84,V223,0.006059808
V138,V280,0.006059383
V21,V211,0.006057482
V227,V277,0.006057266
V39,V120,0.006054848
V301,V223,0.006054449
V253,V327,0.006053889
V164,V242,0.006053662
V66,V121,0.0060533
V300,V286,0.006052738
V6,C14,0.006051876
V192,V238,0.006051662
C1,V2,0.006051491
V111,V182,0.006050329
V220,V196,0.006049976
V145,V231,0.006049197
V19,V252,0.006047228
V271,V187,0.006046136
V138,V101,0.006044892
V220,C8,0.006044827
V89,V233,0.006044611
V27,V209,0.006044386
V337,V141,0.00604438
V20,V1,0.006043693
V112,C9,0.006043211
V272,card5,0.006039459
V187,V318,0.006038331
D15,V295,0.006037999
V18,D5,0.006037474
V38,V143,0.006037236
V336,V176,0.006037076
V247,C4,0.006036593
V335,addr2,0.006035482
V249,C2,0.006035116
V300,V102,0.006034991
V269,V21,0.006034934
V254,V112,0.006034666
V227,V102,0.00603427
V285,V113,0.006033742
V166,V122,0.006032083
V120,V325,0.006030426
V47,V35,0.006029243
V236,C6,0.006029242
D6,C4,0.006026476
V269,D2,0.006025947
V84,V124,0.006025415
V126,V187,0.006024338
V67,V224,0.00602419
V283,V107,0.006023896
C4,V332,0.006023661
V177,C10,0.006021185
card3,C13,0.006021108
V227,V42,0.006020452
V272,V85,0.006020418
V261,V259,0.006020322
V86,V322,0.00602028
V244,V97,0.006019681
V118,V131,0.006018515
V231,V65,0.006018411
V136,V193,0.006015085
V47,V319,0.006013773
V119,V187,0.006013084
V325,dist2,0.006011903
V315,V86,0.006011449
V279,V244,0.006009129
V311,V32,0.006008482
V200,V301,0.006008385
V279,V67,0.006007887
V160,V77,0.00600744
V267,V72,0.006006052
V178,V227,0.006005556
card1,V285,0.006004681
V79,V240,0.006002619
V310,D2,0.006002483
V108,V130,0.006001983
V316,V244,0.00600061
V204,V71,0.00599938
V256,V236,0.005999344
V268,V66,0.005999216
V219,V140,0.005998213
V210,V111,0.005996724
V316,V138,0.005996274
V233,V145,0.005996104
V60,V240,0.005995718
C1,V229,0.005994335
V186,V335,0.005994234
V259,V302,0.005992332
V155,V311,0.005991538
V106,V196,0.005991307
V266,V110,0.00599103
V177,V281,0.005989924
V163,V165,0.00598834
V28,C14,0.005986542
V4,C6,0.005985169
V332,V163,0.005983777
V55,V135,0.005983341
V46,V98,0.005982932
V268,V166,0.005982603
V55,V265,0.005982356
V227,V295,0.005981932
V68,V273,0.005981843
V329,V282,0.005981471
V116,D10,0.005981411
V98,C3,0.005977653
V234,V272,0.005977636
V238,V307,0.005973263
V288,V31,0.005973134
V21,V200,0.00597211
C10,V294,0.005970411
V120,V161,0.005969848
V187,V334,0.005968555
V26,V137,0.00596784
V177,V21,0.005967595
V236,C2,0.005967578
V231,C3,0.005965174
V197,V14,0.005964478
V220,C1,0.005964039
V307,V189,0.005963049
V256,V169,0.005962671
V206,C10,0.005961638
V322,V81,0.005961275
V267,V238,0.005959718
V134,V38,0.005958037
V41,V98,0.005958006
C4,V272,0.005956958
V88,V39,0.005954885
V249,V282,0.005954753
C4,V336,0.005954221
V324,V281,0.005951562
V47,addr1,0.005951278
addr1,V146,0.005950544
V220,V301,0.005948282
isFraud,V307,0.005948114
V339,V115,0.005947595
V40,V202,0.005946541
V81,V311,0.005946409
V166,V23,0.005945363
V332,V138,0.005944227
V28,V163,0.00594339
V65,V211,0.005943325
C13,V226,0.005942251
V207,V242,0.005942064
V68,V287,0.005941816
V279,V246,0.005940681
V237,V241,0.005940003
addr1,V33,0.005939135
V186,V338,0.005936563
card2,V238,0.005936531
V66,V120,0.005935965
C5,V96,0.005934984
V176,V299,0.005934923
V248,V28,0.005934793
V118,V328,0.005934378
C7,V187,0.005933301
V30,V120,0.005932742
V316,V79,0.005932708
V45,V318,0.005932016
V270,D10,0.005931759
V280,V83,0.005930372
V170,V323,0.005930189
V136,V191,0.005930005
V304,V276,0.005929814
V198,V126,0.005928823
V281,dist2,0.005927907
C9,V24,0.005927425
V279,V198,0.005926994
V318,V35,0.005926714
V206,card1,0.00592623
V167,V79,0.005925764
V122,V61,0.005924275
V246,V320,0.005924096
V160,V59,0.005922759
C1,V240,0.00592265
V170,V213,0.005920285
V248,V327,0.005920224
V96,V116,0.00591988
V181,V227,0.005918594
C1,V7,0.005916436
V27,V248,0.005915872
V67,V319,0.00591582
C5,V312,0.00591566
V189,V96,0.005914785
V36,V311,0.005912833
